clean_content,kategori,emosi
he admin rupiah cepat jangan spammm bodoh miskin orang gak mw pinjam uang haram kau he admin selamat tinggal jijik amet cukks,Bunga/Biaya Tinggi,Marah
platform pinjaman paling parah ngalah ngalahin ilegal mau hapus data tidak bisa mau ganti rekening tdk bisa,Keamanan/Privasi,Marah
trimakasih sudah membantu tgl 10 09 2025 saat semua tagihan lunas akun adapundi saya bisa hapus karna ada komentar sebelumnya yang berkendala akun tidak bisa di hapus jadi was was sendiri,Penagihan,Marah
aplikasi ini sudah tidak bisa di gunakan untuk kalian yang mau download percuma sudah tidak bisa di gunakan mau isi data saja tidak bisa di klik,Keamanan/Privasi,Kecewa
limit jelek pencairan selalu di tunda pembayaran lebih tidak ada rincian pengembalian jika pembayaran kurang 1 rupiah muncul di tunggakan di bayar lebih tidak ada pengembalian dan rincian jeleknya aplikasi ada pundi tidak pasti,Penagihan,Kecewa
yth bapak ibu saya yang bernama ahmad iswar mintak tlong hapus data pribadi saya di aplikasi ini karna pinjaman saya tidak dpt di proses di tolak saya tunggu jawabannya dari bpak ibuk trimaksih,Kemudahan Akses,Marah
adapundi platform pinjaman terbaik tenor fleksibel bunga pinjaman rendah proses pengajuan cepat dan pastinya pengajuan 100% disetujui terima kasih adapundi,Bunga/Biaya Tinggi,Marah
minta tolong pihak ojk supaya akun samir di banned tidak layak untuk dipasarkan sebelum banyak yang korban ini aplikasi perampasan yang sangat merugikan masyarakat dan minta tolong bagi pihak playstore supaya dicopot persetujuan aplikasi samir ini tidak layak dipasarkan ini aplikasi tidak membantu tetapi membunuh bunga dan tenor sangat buruk seperti lintah darat yang merugikan masyarakat,Bunga/Biaya Tinggi,Kecewa
ttd sekarang hrus elektronik anehnya itu bukan nomor yg sy daftarkan sebelumnya dan aneh sy mau memperbaiki di akun privy nomor nik ktp sy sdh dgn nama lain,Keamanan/Privasi,Marah
aplikasi bodoh gak nerguna semua data sudah sesuai ktp tpi di lanjutin data tidak valit apk gak berguna,Keamanan/Privasi,Marah
tgl 20juni saya install dan di hari yang sama saya uninstall ingin mengajukan pinjaman tapi tidak bisa padahal blom mengajukan pinjaman sama sekali tapi pas di klik ajukan ada tulisan tagihan sebelumnya blom di lunasi ingin menghapus akun juga tidak bisaa dan ini jadi bukti jika saya tidak pernah meminjam di aplikasi ini,Penagihan,Marah
pinjol aneh tapi nyata sudah saya lunasin semuanya sudah ada limit tapi tidak bisa di pinjamin lagi giliran tidak bayar di teror di suruh bayar giliran sudah di lunasin lalu di pinjam lagi di tolak orang mah lihat skor kreditnya di aplikasi sendiri jangan di platform lain wajar saja di platform lain gak di bayar karna potongannya gak ada otaknya bunganya juga tidak ada ngotaknya harusnya satu aplikasi itu fokus ke skor kredit masing masing jangan di gabungin sama platform lain,Penagihan,Marah
gara gara hp rusak jadi telat bayar 3 hari pas hp udah bener teror udah banyak banget di pesan wa omonganya juga udah gak enakin yang gak jelasnya katanya bayarnya kan bisa di alfa gak usah pake hp lah hpnya kan rusak terus gua lihat kode va nya gimana bingung gua sama pinjol kaya gini bikin kapok akun juga gak bisa di hapus,Penagihan,Takut
maaf bintang 1 dulu pinjaman ke 2 engga acc padahal sudah lunas semua sebelum tempo,Penagihan,Marah
platform pinjaman yang mudah untuk pendaftaran dan pencairan cepat,Kemudahan Akses,Marah
pinjaman pertama dikasih 200rb jangka waktu 1 bulan dan gua bayar 2 minggu sebelum jatoh tempo dengan tujuan biar limit nya makin naik dan taunya limit nya bukan naik tapi malah tetep dikasih 200rb yang lebih parah nya lagi pas gua mau ajuin lagi malah di tolak dongo banget sumpah marah,Penagihan,Marah
yth bapak ibu rupiah cepat mohon data dan akun saya a n iskandar utk dihapus saja karena saya tdk mampu utk meminjam pinjaman karena takut tidak mampu utk membayar terimakasih,Keamanan/Privasi,Takut
sya menyesal pinjam di ada pundi awalnya tdj tau klau ptongan nya bnyak dan klau mau jtuh tempo d tlfni trus kyk di teror emng bner sih pinjaman nya bisa banyak tp ya gitu bkin gk nyaman,Penagihan,Kecewa
jangan di download buang waktu data sudah benar pas di ajukan langsung di tolak aplikasi gak bermutu,Kemudahan Akses,Kecewa
nyesel pinjem segini udah bunga gede banget belum waktunya japo sudah si spam telp saya sarankan jangan pernah pinjam disini drpd nyesel seperti saya apa lagi belum waktu jatuh tempo teamnya nyepam telp berkali kali belum tanggalnya bayar padahal sumpah nyesel saya,Penagihan,Kecewa
pinjem 200 udah lunas di bayar sebelum jatuh tempo eeehhh malah ga bisa ngajuin lagi udah gitu tlp mulu lagi surungajuin ga liat apps nya sendiri kali ya ga semenggah ini,Penagihan,Marah
dengan singa saya bisa mendapatkan dana yang saya butuhkan dengan cepat dan tanpa stres sangat memuaskan,Kemudahan Akses,Takut
udah dikasi limit sedikit pas ngajuin lagi malah ditolak pdahal ga telat bayar kecewa bngt pdahal mau narik lagi tpi yaudhlah uninstal,Penagihan,Kecewa
platform yg sgt membantu proses pendaftaran pengajuan dan pencairan sgt cepat dan akurat mgkn msh awal gabung jd limit pinjaman sdh di sesuaikan untuk mengantisipasi kendala di belakang mgkn itu hal wajar di tengah maraknya pinjaman berbasis online tanpa agunan tp bs membantu dan slg menguntungkan di kedua pihak sgt rekomen buat teman yg butuh dana urgent krn tenor pembayaran bs sampai 90 hari 3 bln dgn angsuran ringan so jgn ragu gabung di sini moga membantu,Penagihan,Marah
aplikasi gak guna php pertama pinjam berhasil malahan sebelum 2 bulan dah saya lunasin eh pas giliran pinjam lagi di tolak 5 kali di tolak aplikasi aneh jangan pernah pinjam di apk ini kalau kalian gak mau rugi tgl 15 bln 09 thn 2025 saya hapus akun bila ada yg mengatasnamakan nama saya itu buka saya,Penagihan,Kecewa
pertama kali pakai berhasil 200rb setelah di bayar lunas tanpa telat ga bisa pinjam lagi kecewa,Penagihan,Kecewa
bener bener aplikasi sialan nelpon mulu sampe tiap hari d bilang gak mau minjem bgsssttttt bener bener sampah banget aplikasi rupiah cepat bantu report marah,Kemudahan Akses,Marah
buat adapundi bila saya terlambat untuk bayar cicilan hutang saya ingatkan jangan pernah menyebarkan nama baik saya ke media sosial berupa foto ktp dan menyalahgunakan ke pinjol pinjol ilegal lain jika itu terjadi saya tuntun balik pihak adapundi telah menyalahgunakan uu ite dan pencemaran nama baik saya,Penagihan,Marah
cs terburuk yg pernah saya hubungi dilunasi malah apk tidak dapat di pakai bukan bayar perbulan tp per2minggu,Penagihan,Kecewa
pertanggal 30 07 2025 atas nama muhamad taufik ismail saya hapus apk nya belum pengajuan ujung ujung di tolak mohon hapus data saya saya tetap kasih rat 4,Keamanan/Privasi,Marah
kepada pihak samir mohon di tidak lanjuti pengajuan saya saya gak pernah nunggak selalu bayar sebelum jatuh tempo kenapa pengajuan saya selalu di tolak trs,Penagihan,Marah
bayar tepat waktu malah langsung di lunasin sebelum waktunya eh nyoba ngajuin lagi katanya masih ada limit pinjaman tersisa padahal di aplikasi sudah gak ada pinjaman dasar aplikasi ga jelas,Penagihan,Marah
aplikasi sempak w bayar sebelum jatoh tempo mau ngajuin lagi tapi malah ga di acc smp sekarang,Kemudahan Akses,Marah
terimakasih pengajuan yang ke 2 di setujui dan alhamdulillah tidak terlalu ribet seperti akun sebelah,Keamanan/Privasi,Marah
untuk apa dengan adanya pinjol kalau akhirnya selalu ditolak apa karena takut tidak dibayar atau apa ya,Penagihan,Takut
sehari sebelum jatuh tempo saya sudah bayar tapi di sms dengan nada ancaman bilang klo jam 11 malam belum bayar akan di alihkan data bla bla bla padahal saya tidak pernah telat membayar angsuran nya tolong di lihat dlu yg benar jangan main asal ancam saja jng menekan orang yang membayar nya benar dan tidak pernah telat,Penagihan,Marah
terimakasih sebelumnya rupiah cepat sudah membantu,Kemudahan Akses,Marah
bunga sangat tinggi pinjam 400 harus kembalikan 750 malah yg diterima cmn 350 pinjol emang sangat meresah kan,Bunga/Biaya Tinggi,Takut
pada hari jumat 23 mei 2025 saya atas nama ahmad mustakim sudah melunasi tunggakan yanh ada dan saya akan menghapus apk data saya tidak bisa di hapus jika ada pinjaman dengan mengatas namakan saya saya tidak tau menau karna saya mau hapus akun tidak bisa terimakasih,Keamanan/Privasi,Marah
anehnya giliran ngajuin pinjaman kedua udah 2 kalj di tolak padahal pinjaman pertama gak telat belum ada minjam di platform lain ataupun galbay di aplikasi lain kenapa bisa sih di tolak 2 kali,Penagihan,Marah
apk gak bagus baru foto ktp doang setelah tu muncul sistem lg sibuk melulu,Keamanan/Privasi,Kecewa
aplikasi kocak gak bermutu padahal udah lunas sebelum jatuh tempo tapi mau pengajuan lagi malah katanya disuruh bayar pinjaman yang belum lunas wkwkkw ngeriiii,Penagihan,Takut
belum telat ditagih oleh preman pasar mengintimidasi tlg diperbaiki penagih tidak mempunyai etika penagihan sangat mengecewakan,Penagihan,Kecewa
hati takut penipuan dua kali pengajuan losos dalam proses pencairan cek rekening secara berkala tp smpe bsk pagi tidak jg masuk dan pemberitahuan bank sendang rusak mengajukan ulang proses dalam pencairan lagi bsknya dpt info sm seperti sbelumnya bank sedang rusak di chat dan di tlp tdk ada respon mulai tgl 27 november sy alfiah menghapus apk ini dan sy tdk pinjam sama sekali apabila kedepannya ada hal penyalah gunaan data pribadi saya akan sy perkarakan mohon untuk menghapus data,Keamanan/Privasi,Takut
aplikasi paling buruk saya isi data hanya untuk ngecek limit tpi pas begitu mau hapus akun gak bisa d hapus,Keamanan/Privasi,Kecewa
saya sudah mengajukan pinjaman tapi tetap ditolak sangat kecewa sekali sudah mengisi data malah gak di acc kalau bisa data saya dihapus saja,Keamanan/Privasi,Kecewa
pinjam sekali setelah di lunasi tidak bisa pinjam lagi aneh padahal bayar sebelum jatuh tempo,Penagihan,Marah
aplikasi tolol udah dilunasin lancar bayarannya malah ga dikasih limit lagi tolol ini pembodohan,Penagihan,Marah
saya membayar tagihan satu hari sebelum jatuh tempo di jm 7 pagi kok jm 10 nya ada pemberitahuan kalo pembayaran anda jatuh tempo 2 hari lagi gimana ini sangat mengecawakn sekali udah bayar aja masih di tlpnan terus apalagi belum masih lama jatuh tempo hampir seminggu di tlpnan terus jadi risi harus nlp wa ke no mana ya kok masih merajalela aja ni yg nlp suruh bayar padahal udah dibayar juga tolong bisa bls gak,Penagihan,Marah
pinjaman dah selesai dan dibayar sebelum jatuh tempo ngajukan lagi gk disetujui dimana kendalax,Penagihan,Marah
di iklannya katanya pinjam kedua lebih gampang dan cepet tapi ini yg kesekian kalinya d reject terus padahal pembayaran sebelumnya lancar,Penagihan,Marah
saya sudah daftar tapi katanya tunggu sedang di proses cape nunggu jangan sampai data ku disalah gunakan saya tidak takut lapor kepada pihak berwajib dan saya sudah keluar dari akun dan saya tidak ada pinjaman sama sekali kenapa aplikasi samir,Kemudahan Akses,Takut
knp pitur photo ktp gak bisa sdh downloud bbrp kali ttp gak bisa,Keamanan/Privasi,Kecewa
jangan mau minjam disini dc nya kaya orang gila beneran dari jauh hari sebelum jatuh tempo udah spam call bisa 35x hari pdhl cuma pinjem 200 tapi kaya minjem jutaan terornya banyak pinjol lain yang lebih bersahabat,Penagihan,Marah
saya udah lunasin loh lewat bri sebelum jatuh tempo kok masi ada keterangan tagihan,Penagihan,Marah
gak ada keterangan masuk ke rekening tahu tahu masuk dan bungannya mengerikan,Bunga/Biaya Tinggi,Takut
saya sudah daftar ulang 3 kali pengajuan pinjaman ditolak dalam seminggu jadi bolak balik install aplikasi samir nya karena aku coba di aplikasi sebelah cicilan nya beda sangat singkat jadi bukannya bantuan malah membuat kita jadi susah karena untuk cicilan yang sangat singkat tidak memberikan waktu untuk cari dana buat cicilan nya,Kemudahan Akses,Marah
ini apk pembodohan hanya untuk mengumpulkan data sangat mngecewakn jangan dowload gk sesuai iklanya apk pembohong apk gk bermutu sama sekali,Keamanan/Privasi,Marah
pinjaman jelek takutnya jadi pencuri data,Keamanan/Privasi,Takut
aplikasinya sepertinya tidak mengecewakan ya walaupun masih menunggu di acc,Kemudahan Akses,Kecewa
saya udah lunasin pinjaman nya langsung tapi gak di acc pinjam lagi padahal limit nya udah nambah suruh nunggu terus seminggu sekali jadi kesel harus nunggu terus,Kemudahan Akses,Marah
kenapa pengajuan ke 2 di tolak nunggu 6 hari dulu padahal bayar nya ga pernah telat malah sebelum jatuh tempo udah lunas,Penagihan,Marah
aplikasi rentenir kawanku hutang 1jt karena telat sehari diteror habis habisan dikirimi gambar tidak senonoh ancaman dan kekerasan verbal lainnya parah ini sampai stres,Penagihan,Takut
kepada yth bpk ibu saya yang bernama muhamad tibrizi meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak saya tunggu balasan dari bpk ibu terima kasih,Kemudahan Akses,Marah
aplikasi yang benar benar bisa di percaya dari pada banyaknya aplikasi pinjol terimakasih banyak sudah di acc pinjaman saya meski tidak banya tapi sangat membantu saya akan bertanggung jawab penuh dan melunasi sebelum jatuh tempo is the best adapundi,Penagihan,Marah
kok ditolak ya padahal data saya dh bner nanti takut nya ada tagihan padahal ditolak tolong kerja sama nya,Penagihan,Takut
gajelas aplikasi nya pengajuan pertama di tolak pengajuan kedua juga ditolak aplikasi tolol tolong hapus data saya nyet,Keamanan/Privasi,Marah
penagihannya tidak ramah limit kecil tenor pendek h 1 jatuh tempo ditelp udah konfirmasi akan dibayar malam tapi mereka ga terima fan ancam sebar data ke pihak ketiga tidak seperti di iklannya minjem disini malah deg an takut di telpon mulu,Penagihan,Takut
menyesal saya pinjam disini sudah dibayar ditagih terus jangan pernah pinjam disini,Penagihan,Kecewa
sebelum nya saya minta ma af data saya jangan d salagunakan mengajukan tdk pernah d setujui,Keamanan/Privasi,Marah
fitur hapus akun ga ada ga jelas aplikasi nya cht costumer nya pake bot bikin emosi klo emang ga di acc konfirmasi saya daftar harusnya ada fitur hapus akun saya takut disalah gunakan oknum dari aplkasi dan jika ada yg pake data saya saya tidak bertanggung jawab,Kemudahan Akses,Takut
jangan mau minjem disini limit gak seberapa idishh penagihannya parah h 5 sebelum jt udh diteror ditagihnya jutek ketus dan maksa suruh bayar pake di wa juga sehari berpuluh kali nelponin sumpah gw saranin jangan aplikasi gajelas njirr,Penagihan,Marah
mantap semoga amanah akan saya lunaskan sebelum tenggara waktunya terima kasih sudah membantu saya,Penagihan,Marah
setiap aku bayar sebelum tgl nya sampai lunas serta aku ajukan kembali di tolak itu kinapa ya,Penagihan,Marah
aplikasi ini benar benar luar biasa prosesnya sangat cepat dan mudah digunakan cocok bagi siapa saja yang membutuhkan pinjaman dengan aman dan praktis tidak ada kebingungan saat melakukan transaksi semuanya terasa lancar dan mulus fitur fiturnya sangat membantu saya sangat puas dengan pengalaman ini,Kemudahan Akses,Takut
tertipu degan konten kereto di youtube kata kata manis dah mudah saya belum pernah pinjam di apk manapun pas mau cabo melakukan pengajuan pinjaman disini ditolak tertulis skor anda sebelumnya belum mencukupi padahal ini pertamakali saya install apk rupiah cepat ini seperti penipuan mencuri data pribadi tolong di hapus data saya saya kasi bintang pull biar kalian semua baca dan tahu jangan instal apk ini penipuan,Kemudahan Akses,Marah
per tanggal 13 juni saya muhamad anas rizki sudah tidak mempunyai tanggungan tolong hapus data saya apabila ada yang menyalah gunakan itu bukan saya,Keamanan/Privasi,Marah
pinjol gila jatuh tempo tgl 25 tgl 19 sdh diteror dimaki2 bukannya peringatan sopan tiba2 lngsung neror kata2nya mengerikan,Penagihan,Takut
parah pelunasan sekaligus jauh sebelum jatuh tempo pas ngajuin lagi malah ditolak kere dasar,Penagihan,Marah
gimana nih saya mau bayar pinjaman tapi aplikasi rupiah cepat gak bisa kebuka di hp ku ada versi baru saya coba tapi gak bisa gimna nih bingung nih tolong gimana solusinya,Kemudahan Akses,Takut
aplikasi tolol bos nanggung,Kemudahan Akses,Marah
data aja br masuk blm di cek dah ditolak kan tolol sistemnya marah,Keamanan/Privasi,Marah
aplikasi adapundi sangat membantu saya dalam situasi mendesak prosesnya cepat bunganya rendah dan sangat dapat diandalkan di berbagai kondisi selain itu aplikasi ini mudah digunakan sederhana dan memberikan rasa aman karena perlindungan data yang baik saya yakin detail informasi pribadi saya aman di tangan adapundi terima kasih banyak telah memberikan solusi finansial yang praktis dan terpercaya sangat direkomendasikan marah,Kemudahan Akses,Marah
samir tolol saya sudah beberapa kali pinjam di samir bayar selalu on time bahkan sebelum jatuh tempo sekarang mau pinjam lagi malah di tolak mulu udah 2x aplikasi apa ini bayar bagus kok malah di tolak,Penagihan,Marah
fitur yang digunakan di aplikasi adapundi tuh sangat membantu banget mempercepat pengajuan dan juga buat ibu ibu kaya saya yang suka bingung kalau aplikasinya ribet sangat terbantu banget sama fitur fitur di aplikasi ini,Kemudahan Akses,Takut
aplikasi pembodohan verifikasi lama ujung ujung pengajuan ditolak langsung saya uninstal bagi butuh dana saya sarankan jangan ke aplikasi ini yang lain masih banyak yang layak,Kemudahan Akses,Marah
dari pengalaman saya pribadi sejauh ini singa fintech adalah aplikasi pinjaman online dengan solusi finansial yang perfect cicilan pinjamannya dengan bunga yang termasuk rendah oke banget aplikasinya juga user friendly jadi secara tampilannya menarik dan gampang untuk digunakan gak ada drama drama deh pokoknya karena gak lama bisa langsung pencairan ke rekening pribadi,Kemudahan Akses,Marah
nagih nya kaya preman takut g di bayar belum waktu nya jatuh tempo sudah suruh bayar tolong pimpinan samir kasih tau yg tukang nagih nya jangan arogan nagih nya apa dari pimpinan samir suruh arogan cara nagih nya klo cara nya seperti itu lama bangkrut samir,Penagihan,Takut
saya mau bayar tagihan samir sebelum jatuh tempo saya ikuti semua petunjuk pembayaran tapi semua bank yg ditunjuk utk pembayaran tidak ada yg bernama samir saya telp cs samir katanya saat ini tidak aktif saya mau chat tidak bisa bagaimana saya melapor kejadian ini,Penagihan,Marah
pembayaran tidak pernah terlambat malah ditolak alasan kredit skor apaan gue gak pernah terlambat malahan saya bayar sebelum jatuh tempo semua pinjol seperti itu,Penagihan,Marah
14 kali penganuan pinjaman dengan pembayaran selalu tepat waktu tanpa ada keterlambatan namun setiap 7 hari dari 7 minggu terakhir selalu tertolak otomatis secara sistem dari pengajuan dengan limit yang tersedia percuma membayar tepat waktu limit kredit bertambah namun oleh sistem selalu di tolak ketika pengajuan kembali,Penagihan,Kecewa
aku kasih bintang 1 pelayanan tidak memuaskan padahal sudah lakukanlah pelunasan sebelum tanggal pengembalian tapi pengajuan kedua di tolak,Penagihan,Marah
aplikasi tololl tiap hari spam tlfn nawarin pengajuan giliran ngajuin di tolak,Penagihan,Marah
apk pinjol yg cuma iklan doank ga sesuai dan nagihnya bikin orang jadi stress hati2 bak preman kelas teri,Penagihan,Takut
aplikasi yg sangat membantu finansial,Kemudahan Akses,Marah
yang terhormat bp atau ibu saya yg bernama susi susilawati tolong hapus data pribadi saya karna ditolak pinjaman nya terima kasih sebelum nya,Keamanan/Privasi,Marah
kecewa sekali sama pundi saya udh 3 kali pinjam selalu tepat waktu selalu sebelum waktu pembayaran sudah saya lunasi tapi kenapa pas sya mau ajukan lagi pinjaman yg ke 4 kali nya gagal mulu mohon pihak pundi melihat history sya mau minjam lagi d suruh ajukan seminggu lagi itu pun udh yg kdua kali suruh nunggu,Penagihan,Kecewa
saya kecewa pembayar cepat malah gk bisa pinjam lagi kecewa,Penagihan,Kecewa
sebelumnya bapak dan ibu yang terhormat saya ingin mengajukan pemghapusan data saya yg ada di akun rupiah cepat di karenakan saya ingin berhenti atau keluar dari apk ini soalanya apk ini kurang baik atau kurang memuaskan kepada nasabah peminjam dan tolong pengajuan data data saya nomer tabungan debit atau rekening saya yg sudahddi simpan tolong di hapus,Keamanan/Privasi,Marah
pembayran tepat waktu dan tidak telat tpi ini malah di apreasiasi dengan tidak memberikan lagi sangat buruk dan tidak rekomendasi limit kecil juga,Penagihan,Kecewa
aplikasi tolol gagal mulu,Kemudahan Akses,Marah
aplikasi singa sangat hebat proses pengajuan online mudah antarmuka pengguna sangat ramah dan dana cepat cair bunga rendah benar benar membantu kebutuhan finansial saya,Kemudahan Akses,Marah
aplikasi bangsatt ini nunggu lama sedang di proses ujungnya di tolakk anjinggggg,Kemudahan Akses,Marah
saya sangat tidak menganjurkan untuk meminjam di pinjol ini karena meresahkan belum jatuh tempo h 4 sudah teror tlpn sehari lebih dr 10x belum lagi chat di whatsapp dengan kata kata dan ancaman saya akan melaporkan pinjol ini jika tidak ada perubahan terimakasih,Penagihan,Takut
aneh sekali pengajuan yg ke 2 malah tidak lolos padahal pinjaman pertama sudah saya lunasi dalam 1 periode itu pun sebelum jatuh tempo seharusnya nasabah yg lancar bayar angsurannya di permudah dalam pengajuan tapi ini malah di tolak ngga tau sistemnya seperti apa pertanggal 4 mei 2025,Penagihan,Marah
tolong dong ini saya mau hapus data diri saya ko gabisa gaada fitur hapus dara diri takutnya di buat yang ngga lagian aku udah ngga lagi minjam masih aja di teror tlpon mohon mind untuk data diri saya segera di hapus saya udah ngga mau pakai aplikasi ini,Penagihan,Takut
aplikasi sangat bikin resah jatuh tempo tanggal 14 tapi dari kemarin ko di telfonin terus kapok saya pinjam di sini,Penagihan,Takut
trmksh sebelumnya kpd rupiah cepat tolong penghapusan akun saya diproses ya soalnya udh gabisa dgunakan lagi dan saya takut data saya disalahgunakan jadi mohon yg bernama afridamiraniarosa disegerakan penghapusannya trmksh,Keamanan/Privasi,Takut
jangan di download aplikasi miskin,Kemudahan Akses,Kecewa
apk sial nunggu lama lama akhirnya si tolak zeng eee awas aja klo ada apa sama tagihan mengatasnamakan w laporin jgn smpe ada yg instal apk pinjol semua gk guna cma mau ambil data doang sekali lagi jgn smpe download apk gk guna ini jangan sampe yayayaya,Penagihan,Kecewa
jelek d bayar mala mau lihat limit lagi di tolak aplikasi gak jelas,Penagihan,Kecewa
kenapa saya di tolak padahal sudah lunas dan bayar sebelum jatuh tempo tapi kenapa pinjaman saya di tolak sampai tanggal 09 07 2025 saya sudah logout apk inii dan saya sudah melunaskan semua pinjaman saya jika ada yang meminjam dengan data saya itu bukan saya 02 07 2025,Penagihan,Marah
udah lunas malah tolak knp sih di lunasin semua nyatolaktrus takut ya di,Penagihan,Takut
teror telp promo meganggu telp cs jawabannya nmr anda tdak terdftar kmi hny prmsi ke nmr trdftr darhkan ke email jwbny tggu 1 3hr dlm invstigasi gtu aja terus teror msih 1 telp tdk ad referal bs mnguntungkn org lain jd bkn oknum prbdi yg mlkkanny 2 telp tdk mmnta pin otp mngrhkan tf tdk ad unsur penipuan 3 telp rekmn suara yg mngrahkn ke apk 4 telp aplkasi jk d blokir atau tolak muncul nomor lainnya lagi shari bisa berkali2 telp dri tnda tsb brti bkan org prbdi yg terorny tp dipersulit,Penagihan,Marah
dengan adanya adapundi saya sangat terbantu pengajuannya tidak rumit dan lgsung di acc tp setelah pengajuan saya yg ke 2 dan berikutnya selalu gagal dan di tolak padahal pinjaman pertama pembayaran lancar sblm wktnya sudah saya lunasi aplikasi adapundi tidak di sediakan hapus akun atau keluar jd saya unistal tgl 19 3 2025 hari ini saya uninstal aplikasi adapundi trimakasih sudah membantu memberikan pinjaman pada saya sebelumnya,Penagihan,Marah
aplikasinya sesuai harapan,Kemudahan Akses,Kecewa
spam mulu luh ganggu aktivitas orang apk sialan,Penagihan,Marah
semoga di acc pinjaman sebelumnya sudah lunas,Penagihan,Marah
3 x pinjam rp 300 000 setelah lunas gak bisa pinjam lagi apapun peraturan yg mengikat coba min tlg pertimbangkan lagi para nasabah mu dgn penolakan mu bisa jd mrk akan pinjam ke aplikasi ilegal kan kasihan klu gak mau ngasih limit besar ya cukup dgn limat sebelumnya,Bunga/Biaya Tinggi,Marah
baru kemarin saya lunasin disini tak kira di lunasin trs dpt minjem lagi malah zonk,Penagihan,Kecewa
aplikasi sangat mengecewakan udah bayar saldo kepotong gk di update masih aja ada tunggakan bayar minta bukti tf udah dikasih minta no va udah dikasih minta aneh apk ribet masih punya tunggakan males bayar aplikasi gk jelas males sangat kecewa ijin hapus aplikasi respon lelet,Penagihan,Kecewa
bgitu di tlpon responnya bgitu cepat lsngung tf ke norek,Kemudahan Akses,Marah
paling bagus ini dari pada aplikasi sebelah,Kemudahan Akses,Marah
saya atas dengan ini menyatakan saya tidak minjam sama sekali di aplikasi samir di karenakan di tolak pinjaman pada tanggal 28 12 2024 saya sudah hapus aplikasinya dan saya juga sudah hapus akun samir jadi tolong untuk pihak aplikasi dan pihak yang bertanggung jawab jangan salah gunakan data pribadi saya kalo tiba tiba ada tagihan nelfon dari samir atau data saya di salah gunakan dan merugikan saya saya akan laporkan ke pihak berwajib untuk di proses terimakasih,Keamanan/Privasi,Kecewa
saya naikin lagi bintangnya kalo di acc padahal riwayat saya sebelumnya lancar tidak pernah telat,Penagihan,Marah
tolong dong profesional jangan maksa2 nawarin pinjol mulu tiap hari di tlpn sampe 3 kali mana gunta ganti nomor kaya yang nagih hutang piutang aja saya tidak nyaman dan terganggu afk sudah saya logout dan uninstall tidak ada fitur hapus akun jadi jangan di salah gunakan data pribadi saya jika suatu saat ada tindakan yg merugikan saya akan tuntut secara hukum,Penagihan,Kecewa
aplikasi tidak bisa di gunakan ninggalin jejak takut nya data saya di salahgunakan karena akun saya tidak bisa di hapus dgn ini 22 05 25 saya menghapus aplikasi ini dan tidak memiliki tagihan apapun,Keamanan/Privasi,Takut
sangat bgs saya suka sekali pinjem langsung cair tapi sayang limit cuman 200 rb doang pas saya lunasin semua nya sebelum tgl jatuh tempo limit nya blm naik padahal saya mau pinjem lagi limit nya masih 200 rb aja,Penagihan,Marah
jumlah pinjamannya besar tidak perlu melakukan pengajuan yang rumit dapatkan uang tunai dalam 14 menit tanpa jaminan saya telah menggunakan platform pinjaman berkali kali dan pengalamannya luar biasa sangat menyenangkan bahwa staf secara aktif menerima masukan saya telah melunasi pinjaman kelima saya dan disetujui segera setelah saya mengajukannya hari ini jangka waktu pelunasan hingga 3 bulan platform pinjaman yang luar biasa sangat direkomendasikan mantap maju terus adapundi,Bunga/Biaya Tinggi,Marah
padahal aku udah bayar tagihannya tapi dinotif tetap aja teros aku ditelpon teros apk tolol emang,Penagihan,Marah
jangan terperangkap dengan iklan jangan pernah ambil pinjaman disini kalau tidak mau menyesal tolong hapus data saya dan jangan di salah gunakan,Keamanan/Privasi,Kecewa
aplikasi bodoh potongan terlalu besar,Bunga/Biaya Tinggi,Marah
sebenernya bagus tapi aku heran walaupun sudah bayar dari sebelum jatuh tempo tetep aja selalu di telpon kaya ngeganggu banget padahal udah bayar tapi tetep aja di telpon apakah gapernah crosscheck lagi sebelum telpon,Penagihan,Marah
jangan pada download apk ini buang buang wkt aja susah acc,Kemudahan Akses,Kecewa
spam meresahkan,Penagihan,Takut
angsuran udah di lunasin min ko g bisa pinjam lagi ya padahal limit cuma 200 rebu doang untuk data sudah valid saat pendaftaran kalo g valid dari awal juga g bakalan lolos verifikasi tapi ini sudah dapat pinjaman awal dan sudah di lunasi sebelum waktu a kenapa pas pinjaman ke 2 di tolak ya,Penagihan,Marah
di telfon sama orang kantor kariwaaan rupiah cepet di suruh download aplikasi rupiah cepat katanya nama saya lolos pinjaman segera ajukan lagi eee pas sudah di ajukan lagi tau tau nya di tolak sampai 3 kali di tolak aku cuman mo bilang awas aja identitas gue di salagunakan gue bakal lapor ni aplikasi karna gue gak bertanggung jwab kecewa,Kemudahan Akses,Kecewa
kecewa padahal pelunasan sblm waktunya tapi pas pengajuan di tolak trs,Penagihan,Kecewa
apalah ini pinjaman pertama sebelum jatuh tempo sudah di lunasi tapi giliran mau pengajuan ke 2 malah gak di setujui mana limit kecil kecewa pah mending di apk sebelah aja,Penagihan,Kecewa
